,AND,ARG,ARM,AUS,BGD,BOL,BRA,CAN,CHL,CHN,COL,CYP,CZE,DEU,ECU,EGY,ETH,GBR,GRC,GTM,HKG,IDN,IND,IRN,IRQ,JOR,JPN,KAZ,KEN,KGZ,KOR,LBN,LBY,MAC,MAR,MDV,MEX,MMR,MNG,MYS,NGA,NIC,NIR,NLD,NZL,PAK,PER,PHL,PRI,ROU,RUS,SGP,SRB,SVK,THA,TJK,TUN,TUR,TWN,UKR,URY,USA,UZB,VEN,VNM,ZWE
IND,0.017261996865272522,0.017261996865272522,0.017261996865272522,0.017261996865272522,0.049536339938640594,0.017261996865272522,0.017261996865272522,0.017261996865272522,0.017261996865272522,0.03664765506982803,0.017261996865272522,0.017261996865272522,0.017261996865272522,0.017261996865272522,0.017261996865272522,0.017261996865272522,0.018918372690677643,0.017261996865272522,0.017261996865272522,0.028166085481643677,0.017261996865272522,0.014697980135679245,0.0,0.017261996865272522,0.015699245035648346,0.017261996865272522,0.017261996865272522,0.013668254017829895,0.017261996865272522,0.017261996865272522,0.02449829876422882,0.017261996865272522,0.017261996865272522,0.023056648671627045,0.015699245035648346,0.017261996865272522,0.017261996865272522,0.017261996865272522,0.017261996865272522,0.017261996865272522,0.017261996865272522,0.04323633760213852,0.017261996865272522,0.017261996865272522,0.017261996865272522,0.017261996865272522,0.017261996865272522,0.017261996865272522,0.017261996865272522,0.02449829876422882,0.017261996865272522,0.017261996865272522,0.017261996865272522,0.017261996865272522,0.017261996865272522,0.017261996865272522,0.017261996865272522,0.02497503161430359,0.017261996865272522,0.017261996865272522,0.017261996865272522,0.017261996865272522,0.017261996865272522,0.015634767711162567,0.017261996865272522,0.017261996865272522
IRN,0.01088368333876133,0.013307938352227211,0.008833780884742737,0.010621738154441118,0.049536339938640594,0.008754441514611244,0.010114360600709915,0.006972676143050194,0.009679516777396202,0.03664765506982803,0.020329251885414124,0.006972676143050194,0.021357564255595207,0.010621738154441118,0.014029182493686676,0.016051094979047775,0.018918372690677643,0.010621738154441118,0.009897338226437569,0.036921143531799316,0.010621738154441118,0.014337301254272461,0.017261996865272522,0.0,0.007751937955617905,0.016562385484576225,0.00751563161611557,0.011146105825901031,0.010621738154441118,0.01222609169781208,0.026159748435020447,0.00866622757166624,0.009824175387620926,0.023056648671627045,0.011997707188129425,0.008962799794971943,0.009376319125294685,0.012499092146754265,0.010621738154441118,0.008754441514611244,0.006348353810608387,0.04323633760213852,0.006734502501785755,0.010621738154441118,0.0106067955493927,0.023010026663541794,0.015238597989082336,0.02415379323065281,0.014521345496177673,0.02765529230237007,0.009706671349704266,0.007906388491392136,0.005296535789966583,0.013597514480352402,0.010042427107691765,0.012231705710291862,0.023408962413668633,0.02497503161430359,0.009205604903399944,0.0149159487336874,0.010257020592689514,0.00866622757166624,0.013744115829467773,0.02193499356508255,0.012987013906240463,0.01918536052107811
IRQ,0.01088368333876133,0.013785673305392265,0.01049855537712574,0.010997986886650324,0.049536339938640594,0.008894799277186394,0.010254718363285065,0.007751937955617905,0.008797042071819305,0.03664765506982803,0.020329251885414124,0.007751937955617905,0.021019741892814636,0.010997986886650324,0.010997986886650324,0.016051094979047775,0.018918372690677643,0.010884379968047142,0.010037695989012718,0.036921143531799316,0.011680524796247482,0.014337301254272461,0.015699245035648346,0.007751937955617905,0.0,0.016562385484576225,0.007751937955617905,0.011146105825901031,0.010997986886650324,0.01222609169781208,0.026159748435020447,0.009278367273509502,0.009964533150196075,0.023056648671627045,0.01456758938729763,0.009574939496815205,0.009516676887869835,0.012499092146754265,0.010997986886650324,0.008894799277186394,0.007751937955617905,0.04323633760213852,0.007751937955617905,0.010997986886650324,0.01074715331196785,0.02439006417989731,0.015238597989082336,0.022319067269563675,0.012670263648033142,0.02765529230237007,0.010318811051547527,0.007906388491392136,0.007957890629768372,0.01351543515920639,0.010182784870266914,0.012231705710291862,0.02178395539522171,0.02497503161430359,0.009817744605243206,0.0149159487336874,0.010397378355264664,0.009278367273509502,0.01185346394777298,0.02193499356508255,0.012670263648033142,0.018467769026756287
JOR,0.010297857224941254,0.009997332468628883,0.014497697353363037,0.016562385484576225,0.049536339938640594,0.01483365148305893,0.011655010282993317,0.016562385484576225,0.01455577090382576,0.03664765506982803,0.020329251885414124,0.016562385484576225,0.01197001338005066,0.016562385484576225,0.014029182493686676,0.009809732437133789,0.018918372690677643,0.016562385484576225,0.016562385484576225,0.036921143531799316,0.012392669916152954,0.014337301254272461,0.017261996865272522,0.016562385484576225,0.016562385484576225,0.0,0.01129474863409996,0.011146105825901031,0.016562385484576225,0.009997332468628883,0.026159748435020447,0.016562385484576225,0.016562385484576225,0.023056648671627045,0.012026190757751465,0.016562385484576225,0.016562385484576225,0.009997332468628883,0.016562385484576225,0.016562385484576225,0.012334749102592468,0.04323633760213852,0.016562385484576225,0.016562385484576225,0.016562385484576225,0.013730049133300781,0.015238597989082336,0.020078934729099274,0.015817515552043915,0.02765529230237007,0.016562385484576225,0.016562385484576225,0.015493486076593399,0.01369975134730339,0.01455577090382576,0.009090052917599678,0.023408962413668633,0.02497503161430359,0.016562385484576225,0.009571433067321777,0.016562385484576225,0.016562385484576225,0.016562385484576225,0.02193499356508255,0.016562385484576225,0.01918536052107811
JPN,0.0057392120361328125,0.013785673305392265,0.01049855537712574,0.00751563161611557,0.049536339938640594,0.006819726899266243,0.008687401190400124,0.00751563161611557,0.009679516777396202,0.03664765506982803,0.020329251885414124,0.00751563161611557,0.01876877248287201,0.00751563161611557,0.014029182493686676,0.015352049842476845,0.018918372690677643,0.00751563161611557,0.00751563161611557,0.036921143531799316,0.011680524796247482,0.014337301254272461,0.017261996865272522,0.00751563161611557,0.007751937955617905,0.01129474863409996,0.0,0.011146105825901031,0.00751563161611557,0.007150005549192429,0.026159748435020447,0.00751563161611557,0.00751563161611557,0.023056648671627045,0.01456758938729763,0.00751563161611557,0.006336536258459091,0.0076960064470767975,0.00751563161611557,0.008183520287275314,0.008013200014829636,0.04323633760213852,0.00751563161611557,0.00751563161611557,0.00751563161611557,0.02439006417989731,0.015238597989082336,0.02415379323065281,0.014521345496177673,0.02765529230237007,0.00751563161611557,0.007906388491392136,0.007957890629768372,0.013597514480352402,0.00488226767629385,0.006206456571817398,0.023408962413668633,0.02497503161430359,0.00751563161611557,0.009579245001077652,0.00751563161611557,0.007332324981689453,0.013744115829467773,0.02193499356508255,0.012987013906240463,0.01918536052107811
KAZ,0.011146105825901031,0.013785673305392265,0.011146105825901031,0.011146105825901031,0.049536339938640594,0.006819726899266243,0.011146105825901031,0.011146105825901031,0.01011975109577179,0.03664765506982803,0.016764648258686066,0.011146105825901031,0.0183524452149868,0.011146105825901031,0.014029182493686676,0.015352049842476845,0.018918372690677643,0.011146105825901031,0.011146105825901031,0.033540159463882446,0.011680524796247482,0.0114913210272789,0.013668254017829895,0.011146105825901031,0.011146105825901031,0.011146105825901031,0.011146105825901031,0.0,0.008589290082454681,0.011146105825901031,0.026159748435020447,0.011146105825901031,0.011146105825901031,0.023056648671627045,0.014406707137823105,0.011146105825901031,0.011146105825901031,0.011146105825901031,0.011146105825901031,0.007001087069511414,0.011146105825901031,0.04323633760213852,0.011146105825901031,0.011146105825901031,0.011146105825901031,0.023978538811206818,0.015238597989082336,0.02415379323065281,0.012934766709804535,0.02765529230237007,0.011146105825901031,0.006941895931959152,0.011146105825901031,0.013597514480352402,0.011146105825901031,0.011146105825901031,0.021596308797597885,0.02497503161430359,0.011146105825901031,0.011146105825901031,0.011146105825901031,0.011146105825901031,0.012197107076644897,0.016228612512350082,0.012368585914373398,0.017238104715943336
KEN,0.01088368333876133,0.013785673305392265,0.01049855537712574,0.006576180458068848,0.049536339938640594,0.006819726899266243,0.008687401190400124,0.006576180458068848,0.009679516777396202,0.03664765506982803,0.020329251885414124,0.006576180458068848,0.021357564255595207,0.006576180458068848,0.012753799557685852,0.016051094979047775,0.018918372690677643,0.006576180458068848,0.006576180458068848,0.036921143531799316,0.011680524796247482,0.014337301254272461,0.017261996865272522,0.010621738154441118,0.010997986886650324,0.016562385484576225,0.00751563161611557,0.008589290082454681,0.0,0.01222609169781208,0.026159748435020447,0.006576180458068848,0.006576180458068848,0.023056648671627045,0.01456758938729763,0.006576180458068848,0.006576180458068848,0.012499092146754265,0.006576180458068848,0.005885213613510132,0.007225555367767811,0.04323633760213852,0.006576180458068848,0.006576180458068848,0.006576180458068848,0.02439006417989731,0.015238597989082336,0.02415379323065281,0.011333122849464417,0.02765529230237007,0.006576180458068848,0.006502062082290649,0.007957890629768372,0.013597514480352402,0.006576180458068848,0.012231705710291862,0.019994664937257767,0.02497503161430359,0.006576180458068848,0.0149159487336874,0.006576180458068848,0.006576180458068848,0.011531811207532883,0.01796995848417282,0.010822512209415436,0.019130699336528778
KGZ,0.006153114140033722,0.013188567012548447,0.009969852864742279,0.01222609169781208,0.049536339938640594,0.010305806994438171,0.008621061220765114,0.01222609169781208,0.010411027818918228,0.03664765506982803,0.020329251885414124,0.01222609169781208,0.016497857868671417,0.01222609169781208,0.014029182493686676,0.015352049842476845,0.018918372690677643,0.01222609169781208,0.01222609169781208,0.036921143531799316,0.00892975740134716,0.014337301254272461,0.017261996865272522,0.01222609169781208,0.01222609169781208,0.009997332468628883,0.007150005549192429,0.011146105825901031,0.01222609169781208,0.0,0.026159748435020447,0.01222609169781208,0.01222609169781208,0.023056648671627045,0.011283833533525467,0.01222609169781208,0.01222609169781208,0.004024846944957972,0.01222609169781208,0.01222609169781208,0.008190006017684937,0.04323633760213852,0.01222609169781208,0.01222609169781208,0.01222609169781208,0.020666716620326042,0.015238597989082336,0.02415379323065281,0.014521345496177673,0.02765529230237007,0.01222609169781208,0.01222609169781208,0.010965641587972641,0.012297853827476501,0.010411027818918228,0.007361060008406639,0.023408962413668633,0.02497503161430359,0.01222609169781208,0.006911253556609154,0.01222609169781208,0.01222609169781208,0.013744115829467773,0.02193499356508255,0.012987013906240463,0.01918536052107811
KOR,0.026159748435020447,0.026159748435020447,0.026159748435020447,0.026159748435020447,0.049536339938640594,0.026159748435020447,0.026159748435020447,0.026159748435020447,0.026159748435020447,0.036497458815574646,0.026159748435020447,0.026159748435020447,0.026159748435020447,0.026159748435020447,0.026159748435020447,0.026159748435020447,0.026159748435020447,0.026159748435020447,0.026159748435020447,0.03486888110637665,0.026159748435020447,0.026159748435020447,0.02449829876422882,0.026159748435020447,0.026159748435020447,0.026159748435020447,0.026159748435020447,0.026159748435020447,0.026159748435020447,0.026159748435020447,0.0,0.026159748435020447,0.026159748435020447,0.026159748435020447,0.026159748435020447,0.026159748435020447,0.026159748435020447,0.026159748435020447,0.026159748435020447,0.026159748435020447,0.026159748435020447,0.04323633760213852,0.026159748435020447,0.026159748435020447,0.026159748435020447,0.026159748435020447,0.026159748435020447,0.026159748435020447,0.026159748435020447,0.023443125188350677,0.026159748435020447,0.026159748435020447,0.026159748435020447,0.026159748435020447,0.026159748435020447,0.026159748435020447,0.026159748435020447,0.026159748435020447,0.026159748435020447,0.026159748435020447,0.026159748435020447,0.026159748435020447,0.024500325322151184,0.02193499356508255,0.026159748435020447,0.026159748435020447
LBN,0.009362120181322098,0.013785673305392265,0.01049855537712574,0.003936635330319405,0.049536339938640594,0.006819726899266243,0.008646246045827866,0.0045809317380189896,0.009679516777396202,0.03664765506982803,0.020329251885414124,0.0029607433825731277,0.02088727056980133,0.003936635330319405,0.014029182493686676,0.016051094979047775,0.018918372690677643,0.003936635330319405,0.003936635330319405,0.036921143531799316,0.011680524796247482,0.014337301254272461,0.017261996865272522,0.00866622757166624,0.009278367273509502,0.016562385484576225,0.00751563161611557,0.011146105825901031,0.006576180458068848,0.01222609169781208,0.026159748435020447,0.0,0.005634469911456108,0.023056648671627045,0.01456758938729763,0.0039006033912301064,0.005924927070736885,0.012499092146754265,0.003936635330319405,0.008183520287275314,0.00888265110552311,0.04323633760213852,0.006819805130362511,0.004537997767329216,0.005098208785057068,0.023794174194335938,0.015238597989082336,0.02415379323065281,0.014521345496177673,0.02765529230237007,0.0057703834027051926,0.007906388491392136,0.007625944912433624,0.013597514480352402,0.0051042065024375916,0.012231705710291862,0.023408962413668633,0.02497503161430359,0.005409015342593193,0.0149159487336874,0.003936635330319405,0.0037171496078372,0.013744115829467773,0.02193499356508255,0.012987013906240463,0.01918536052107811
LBY,0.01088368333876133,0.013785673305392265,0.010427869856357574,0.005634469911456108,0.049536339938640594,0.006356567144393921,0.008687401190400124,0.005478711798787117,0.009679516777396202,0.03664765506982803,0.020329251885414124,0.005634469911456108,0.021357564255595207,0.005634469911456108,0.014029182493686676,0.016051094979047775,0.018918372690677643,0.005634469911456108,0.005634469911456108,0.036921143531799316,0.011680524796247482,0.014337301254272461,0.017261996865272522,0.009824175387620926,0.009964533150196075,0.016562385484576225,0.00751563161611557,0.011146105825901031,0.006576180458068848,0.01222609169781208,0.026159748435020447,0.005634469911456108,0.0,0.023056648671627045,0.014112945646047592,0.004461081698536873,0.006340250372886658,0.012499092146754265,0.005634469911456108,0.008183520287275314,0.005618436262011528,0.04323633760213852,0.005478711798787117,0.005634469911456108,0.005634469911456108,0.02439006417989731,0.015238597989082336,0.02415379323065281,0.014521345496177673,0.02765529230237007,0.005478711798787117,0.007906388491392136,0.007957890629768372,0.013597514480352402,0.006556730717420578,0.012231705710291862,0.023408962413668633,0.02497503161430359,0.005409015342593193,0.0149159487336874,0.005634469911456108,0.004540914669632912,0.013744115829467773,0.02193499356508255,0.012987013906240463,0.01918536052107811
MAC,0.023056648671627045,0.023056648671627045,0.023056648671627045,0.023056648671627045,0.048071786761283875,0.023056648671627045,0.023056648671627045,0.023056648671627045,0.023056648671627045,0.03664765506982803,0.023056648671627045,0.023056648671627045,0.023056648671627045,0.023056648671627045,0.023056648671627045,0.023056648671627045,0.023056648671627045,0.023056648671627045,0.023056648671627045,0.028733335435390472,0.023056648671627045,0.023056648671627045,0.023056648671627045,0.023056648671627045,0.023056648671627045,0.023056648671627045,0.023056648671627045,0.023056648671627045,0.023056648671627045,0.023056648671627045,0.026159748435020447,0.023056648671627045,0.023056648671627045,0.0,0.023056648671627045,0.023056648671627045,0.023056648671627045,0.023056648671627045,0.023056648671627045,0.023056648671627045,0.023056648671627045,0.035471782088279724,0.023056648671627045,0.023056648671627045,0.023056648671627045,0.023056648671627045,0.023056648671627045,0.023056648671627045,0.023056648671627045,0.02765529230237007,0.023056648671627045,0.023056648671627045,0.023056648671627045,0.023056648671627045,0.023056648671627045,0.023056648671627045,0.023056648671627045,0.02497503161430359,0.023056648671627045,0.023056648671627045,0.023056648671627045,0.023056648671627045,0.023056648671627045,0.023056648671627045,0.023056648671627045,0.023056648671627045
MAR,0.01456758938729763,0.00857093557715416,0.00857093557715416,0.01456758938729763,0.049536339938640594,0.009130038321018219,0.008763831108808517,0.01456758938729763,0.011283833533525467,0.03664765506982803,0.020329251885414124,0.011990197002887726,0.016931768506765366,0.01456758938729763,0.01456758938729763,0.010306376963853836,0.018918372690677643,0.01456758938729763,0.010800722986459732,0.036921143531799316,0.010844768956303596,0.014337301254272461,0.015699245035648346,0.011997707188129425,0.01456758938729763,0.012026190757751465,0.01456758938729763,0.014406707137823105,0.01456758938729763,0.011283833533525467,0.026159748435020447,0.01456758938729763,0.014112945646047592,0.023056648671627045,0.0,0.014521345496177673,0.011635340750217438,0.011043522506952286,0.01456758938729763,0.010844768956303596,0.01456758938729763,0.04323633760213852,0.014406707137823105,0.01456758938729763,0.01456758938729763,0.01705365628004074,0.015238597989082336,0.01620246097445488,0.012670263648033142,0.0261811763048172,0.01456758938729763,0.01456758938729763,0.009752102196216583,0.01456758938729763,0.01456758938729763,0.013124890625476837,0.02178395539522171,0.02497503161430359,0.013340599834918976,0.010448820888996124,0.01456758938729763,0.01456758938729763,0.01456758938729763,0.02193499356508255,0.01456758938729763,0.01918536052107811
MDV,0.01088368333876133,0.013307938352227211,0.008854784071445465,0.004208225756883621,0.049536339938640594,0.005609825253486633,0.008646246045827866,0.0035871993750333786,0.009679516777396202,0.03664765506982803,0.020329251885414124,0.0039006033912301064,0.021357564255595207,0.004208225756883621,0.014029182493686676,0.016051094979047775,0.018918372690677643,0.004208225756883621,0.004208225756883621,0.036921143531799316,0.010917354375123978,0.014337301254272461,0.017261996865272522,0.008962799794971943,0.009574939496815205,0.016562385484576225,0.00751563161611557,0.011146105825901031,0.006576180458068848,0.01222609169781208,0.026159748435020447,0.0039006033912301064,0.004461081698536873,0.023056648671627045,0.014521345496177673,0.0,0.006340250372886658,0.012499092146754265,0.004208225756883621,0.008183520287275314,0.005748609080910683,0.04323633760213852,0.0039006033912301064,0.004737617447972298,0.005098208785057068,0.02439006417989731,0.015238597989082336,0.02415379323065281,0.014521345496177673,0.02765529230237007,0.00405295193195343,0.007906388491392136,0.007816538214683533,0.013597514480352402,0.006556730717420578,0.012231705710291862,0.023408962413668633,0.02497503161430359,0.005409015342593193,0.0149159487336874,0.004208225756883621,0.0035871993750333786,0.013744115829467773,0.02193499356508255,0.012987013906240463,0.01918536052107811
MEX,0.007857710123062134,0.013307938352227211,0.0072938986122608185,0.008328908123075962,0.049536339938640594,0.005609825253486633,0.008646246045827866,0.008328908123075962,0.009679516777396202,0.03664765506982803,0.020329251885414124,0.006340250372886658,0.02088727056980133,0.008328908123075962,0.014029182493686676,0.016051094979047775,0.018918372690677643,0.008328908123075962,0.008328908123075962,0.036921143531799316,0.00892975740134716,0.014337301254272461,0.017261996865272522,0.009376319125294685,0.009516676887869835,0.016562385484576225,0.006336536258459091,0.011146105825901031,0.006576180458068848,0.01222609169781208,0.026159748435020447,0.005924927070736885,0.006340250372886658,0.023056648671627045,0.011635340750217438,0.006340250372886658,0.0,0.012499092146754265,0.008328908123075962,0.008183520287275314,0.005671562626957893,0.04323633760213852,0.008119843900203705,0.008328908123075962,0.008328908123075962,0.023010026663541794,0.015238597989082336,0.02415379323065281,0.014521345496177673,0.02765529230237007,0.006340250372886658,0.008328908123075962,0.00686611607670784,0.013597514480352402,0.008328908123075962,0.012231705710291862,0.023408962413668633,0.02497503161430359,0.007848795503377914,0.0149159487336874,0.008328908123075962,0.008328908123075962,0.013744115829467773,0.02193499356508255,0.012987013906240463,0.01918536052107811
MMR,0.006699115037918091,0.012948255985975266,0.009969852864742279,0.012499092146754265,0.049536339938640594,0.010305806994438171,0.008687401190400124,0.012499092146754265,0.010957028716802597,0.03664765506982803,0.020329251885414124,0.012499092146754265,0.016497857868671417,0.012499092146754265,0.014029182493686676,0.015352049842476845,0.018918372690677643,0.012499092146754265,0.012499092146754265,0.036921143531799316,0.009091204963624477,0.014337301254272461,0.017261996865272522,0.012499092146754265,0.012499092146754265,0.009997332468628883,0.0076960064470767975,0.011146105825901031,0.012499092146754265,0.004024846944957972,0.026159748435020447,0.012499092146754265,0.012499092146754265,0.023056648671627045,0.011043522506952286,0.012499092146754265,0.012499092146754265,0.0,0.012499092146754265,0.012499092146754265,0.008736006915569305,0.04323633760213852,0.012499092146754265,0.012499092146754265,0.012499092146754265,0.020666716620326042,0.015238597989082336,0.02415379323065281,0.014521345496177673,0.02765529230237007,0.012499092146754265,0.012499092146754265,0.010965641587972641,0.012297853827476501,0.010957028716802597,0.009091204963624477,0.023408962413668633,0.02497503161430359,0.012499092146754265,0.006911253556609154,0.012499092146754265,0.012499092146754265,0.013744115829467773,0.02193499356508255,0.012987013906240463,0.01918536052107811
MNG,0.01088368333876133,0.013785673305392265,0.01049855537712574,0.0018117474392056465,0.049536339938640594,0.006819726899266243,0.008687401190400124,0.0045809317380189896,0.009679516777396202,0.03664765506982803,0.020329251885414124,0.006140499375760555,0.021357564255595207,0.0024596615694463253,0.014029182493686676,0.016051094979047775,0.018918372690677643,0.0030963486060500145,0.0038742851465940475,0.036921143531799316,0.011680524796247482,0.014337301254272461,0.017261996865272522,0.010621738154441118,0.010997986886650324,0.016562385484576225,0.00751563161611557,0.011146105825901031,0.006576180458068848,0.01222609169781208,0.026159748435020447,0.003936635330319405,0.005634469911456108,0.023056648671627045,0.01456758938729763,0.004208225756883621,0.008328908123075962,0.012499092146754265,0.0,0.008183520287275314,0.00888265110552311,0.04323633760213852,0.006911693140864372,0.0049366760067641735,0.005098208785057068,0.02439006417989731,0.015238597989082336,0.02415379323065281,0.014521345496177673,0.02765529230237007,0.00588833075016737,0.007906388491392136,0.007957890629768372,0.013597514480352402,0.006556730717420578,0.012231705710291862,0.023408962413668633,0.02497503161430359,0.005409015342593193,0.0149159487336874,0.001090372446924448,0.004154506605118513,0.013744115829467773,0.02193499356508255,0.012987013906240463,0.01918536052107811
MYS,0.01088368333876133,0.01096942275762558,0.008183520287275314,0.008183520287275314,0.049536339938640594,0.007645353674888611,0.008621061220765114,0.008183520287275314,0.009679516777396202,0.03664765506982803,0.020329251885414124,0.008183520287275314,0.021357564255595207,0.008183520287275314,0.013279527425765991,0.014615021646022797,0.018918372690677643,0.008183520287275314,0.008183520287275314,0.036921143531799316,0.00892975740134716,0.014337301254272461,0.017261996865272522,0.008754441514611244,0.008894799277186394,0.016562385484576225,0.008183520287275314,0.007001087069511414,0.005885213613510132,0.01222609169781208,0.026159748435020447,0.008183520287275314,0.008183520287275314,0.023056648671627045,0.010844768956303596,0.008183520287275314,0.008183520287275314,0.012499092146754265,0.008183520287275314,0.0,0.008183520287275314,0.04323633760213852,0.008183520287275314,0.008183520287275314,0.008183520287275314,0.021362870931625366,0.015238597989082336,0.02415379323065281,0.011858850717544556,0.02765529230237007,0.008183520287275314,0.006217777729034424,0.008183520287275314,0.013597514480352402,0.008183520287275314,0.012231705710291862,0.020520392805337906,0.02497503161430359,0.008183520287275314,0.0149159487336874,0.008183520287275314,0.008183520287275314,0.011531811207532883,0.016381755471229553,0.012368585914373398,0.01754249632358551
NGA,0.010595463216304779,0.013307938352227211,0.01049855537712574,0.00888265110552311,0.049536339938640594,0.006819726899266243,0.008646246045827866,0.006020179018378258,0.009679516777396202,0.03664765506982803,0.020329251885414124,0.008664919063448906,0.021357564255595207,0.00888265110552311,0.014029182493686676,0.014441922307014465,0.018918372690677643,0.00888265110552311,0.00888265110552311,0.036921143531799316,0.011052053421735764,0.014337301254272461,0.017261996865272522,0.006348353810608387,0.007751937955617905,0.012334749102592468,0.008013200014829636,0.011146105825901031,0.007225555367767811,0.008190006017684937,0.026159748435020447,0.00888265110552311,0.005618436262011528,0.023056648671627045,0.01456758938729763,0.005748609080910683,0.005671562626957893,0.008736006915569305,0.00888265110552311,0.008183520287275314,0.0,0.04323633760213852,0.0071499161422252655,0.00888265110552311,0.00888265110552311,0.02185845747590065,0.014694362878799438,0.02415379323065281,0.014521345496177673,0.02765529230237007,0.006199976429343224,0.008616495877504349,0.006707601249217987,0.013597514480352402,0.008014395833015442,0.00888265110552311,0.023408962413668633,0.02497503161430359,0.00616881251335144,0.01061924546957016,0.00888265110552311,0.00749380886554718,0.013744115829467773,0.02193499356508255,0.012987013906240463,0.01918536052107811
NIC,0.04323633760213852,0.04323633760213852,0.04323633760213852,0.04323633760213852,0.027873076498508453,0.04323633760213852,0.04323633760213852,0.04323633760213852,0.04323633760213852,0.04323633760213852,0.04323633760213852,0.04323633760213852,0.04323633760213852,0.04323633760213852,0.04323633760213852,0.04323633760213852,0.04323633760213852,0.04323633760213852,0.04323633760213852,0.03967663645744324,0.04323633760213852,0.04323633760213852,0.04323633760213852,0.04323633760213852,0.04323633760213852,0.04323633760213852,0.04323633760213852,0.04323633760213852,0.04323633760213852,0.04323633760213852,0.04323633760213852,0.04323633760213852,0.04323633760213852,0.035471782088279724,0.04323633760213852,0.04323633760213852,0.04323633760213852,0.04323633760213852,0.04323633760213852,0.04323633760213852,0.04323633760213852,0.0,0.04323633760213852,0.04323633760213852,0.04323633760213852,0.04323633760213852,0.04323633760213852,0.04323633760213852,0.04323633760213852,0.04323633760213852,0.04323633760213852,0.04323633760213852,0.04323633760213852,0.04323633760213852,0.04323633760213852,0.04323633760213852,0.04323633760213852,0.04323633760213852,0.04323633760213852,0.04323633760213852,0.04323633760213852,0.04323633760213852,0.04323633760213852,0.04323633760213852,0.04323633760213852,0.04323633760213852
NIR,0.01088368333876133,0.013785673305392265,0.01049855537712574,0.006911693140864372,0.049536339938640594,0.006819726899266243,0.008687401190400124,0.004394613206386566,0.009679516777396202,0.03664765506982803,0.020329251885414124,0.006287088617682457,0.021357564255595207,0.006911693140864372,0.014029182493686676,0.016051094979047775,0.018918372690677643,0.006911693140864372,0.006911693140864372,0.036921143531799316,0.011680524796247482,0.014337301254272461,0.017261996865272522,0.006734502501785755,0.007751937955617905,0.016562385484576225,0.00751563161611557,0.011146105825901031,0.006576180458068848,0.01222609169781208,0.026159748435020447,0.006819805130362511,0.005478711798787117,0.023056648671627045,0.014406707137823105,0.0039006033912301064,0.008119843900203705,0.012499092146754265,0.006911693140864372,0.008183520287275314,0.0071499161422252655,0.04323633760213852,0.0,0.006911693140864372,0.006911693140864372,0.02439006417989731,0.015238597989082336,0.02415379323065281,0.014521345496177673,0.02765529230237007,0.005439957603812218,0.007906388491392136,0.007957890629768372,0.013597514480352402,0.006556730717420578,0.012231705710291862,0.023408962413668633,0.02497503161430359,0.005409015342593193,0.0149159487336874,0.006911693140864372,0.003938041627407074,0.013744115829467773,0.02193499356508255,0.012987013906240463,0.01918536052107811
NLD,0.01088368333876133,0.013785673305392265,0.01049855537712574,0.004432106390595436,0.049536339938640594,0.006819726899266243,0.008687401190400124,0.004847757518291473,0.009679516777396202,0.03664765506982803,0.020329251885414124,0.006140499375760555,0.021357564255595207,0.003758104518055916,0.014029182493686676,0.016051094979047775,0.018918372690677643,0.0032307617366313934,0.00468115508556366,0.036921143531799316,0.011680524796247482,0.014337301254272461,0.017261996865272522,0.010621738154441118,0.010997986886650324,0.016562385484576225,0.00751563161611557,0.011146105825901031,0.006576180458068848,0.01222609169781208,0.026159748435020447,0.004537997767329216,0.005634469911456108,0.023056648671627045,0.01456758938729763,0.004737617447972298,0.008328908123075962,0.012499092146754265,0.0049366760067641735,0.008183520287275314,0.00888265110552311,0.04323633760213852,0.006911693140864372,0.0,0.005098208785057068,0.02439006417989731,0.015238597989082336,0.02415379323065281,0.014521345496177673,0.02765529230237007,0.00588833075016737,0.007906388491392136,0.007957890629768372,0.013597514480352402,0.006556730717420578,0.012231705710291862,0.023408962413668633,0.02497503161430359,0.005409015342593193,0.0149159487336874,0.0049366760067641735,0.004843301139771938,0.013744115829467773,0.02193499356508255,0.012987013906240463,0.01918536052107811
NZL,0.01088368333876133,0.013785673305392265,0.01049855537712574,0.005098208785057068,0.049536339938640594,0.006819726899266243,0.008687401190400124,0.005098208785057068,0.009315983392298222,0.03664765506982803,0.020329251885414124,0.006140499375760555,0.021357564255595207,0.005098208785057068,0.009043604135513306,0.016051094979047775,0.018918372690677643,0.005098208785057068,0.005098208785057068,0.036921143531799316,0.011680524796247482,0.014337301254272461,0.017261996865272522,0.0106067955493927,0.01074715331196785,0.016562385484576225,0.00751563161611557,0.011146105825901031,0.006576180458068848,0.01222609169781208,0.026159748435020447,0.005098208785057068,0.005634469911456108,0.023056648671627045,0.01456758938729763,0.005098208785057068,0.008328908123075962,0.012499092146754265,0.005098208785057068,0.008183520287275314,0.00888265110552311,0.04323633760213852,0.006911693140864372,0.005098208785057068,0.0,0.02439006417989731,0.015238597989082336,0.023233648389577866,0.011448606848716736,0.02765529230237007,0.005098208785057068,0.007906388491392136,0.007957890629768372,0.013597514480352402,0.006556730717420578,0.012231705710291862,0.020562298595905304,0.02497503161430359,0.0049325767904520035,0.0149159487336874,0.005098208785057068,0.005098208785057068,0.011531811207532883,0.02193499356508255,0.012368585914373398,0.01918536052107811
