pair,construct_a,construct_b,n_contexts_measured,n_contexts_significant,retention_rate,mean_abs_gamma,median_abs_gamma,sign_consistency,majority_sign,n_countries,n_waves,first_wave,last_wave
wvs_agg_multilevel_place_attachment|WVS_G::wvs_agg_social_intolerance_outgroups|WVS_A,multilevel_place_attachment,social_intolerance_outgroups,49,22,0.449,0.0224,0.0137,0.633,-1,49,1,7,7
wvs_agg_perceived_negative_effects_of_immigration|WVS_G::wvs_agg_voluntary_association_belonging|WVS_A,perceived_negative_effects_of_immigration,voluntary_association_belonging,49,22,0.449,0.0217,0.0128,0.673,-1,49,1,7,7
wvs_agg_autocracy_support|WVS_E::wvs_agg_sexual_and_reproductive_morality_permissiveness|WVS_F,autocracy_support,sexual_and_reproductive_morality_permissiveness,187,84,0.449,0.0232,0.0149,0.701,1,93,5,3,7
wvs_agg_acceptance_of_state_surveillance|WVS_H::wvs_agg_religious_exclusivism|WVS_F,acceptance_of_state_surveillance,religious_exclusivism,58,26,0.448,0.0212,0.0168,0.828,-1,58,1,7,7
wvs_agg_precautionary_security_behaviors|WVS_H::wvs_agg_sexual_and_reproductive_morality_permissiveness|WVS_F,precautionary_security_behaviors,sexual_and_reproductive_morality_permissiveness,94,42,0.447,0.0242,0.0148,0.574,-1,69,2,6,7
wvs_agg_child_qualities_autonomy_self_expression|WVS_A::wvs_agg_civic_dishonesty_tolerance|WVS_F,child_qualities_autonomy_self_expression,civic_dishonesty_tolerance,204,91,0.446,0.0247,0.0154,0.719,1,97,6,2,7
wvs_agg_democratic_system_evaluation|WVS_E::wvs_agg_outgroup_trust|WVS_G,democratic_system_evaluation,outgroup_trust,148,66,0.446,0.0194,0.0113,0.75,1,90,3,5,7
wvs_agg_religious_exclusivism|WVS_F::wvs_agg_subjective_wellbeing|WVS_A,religious_exclusivism,subjective_wellbeing,101,45,0.446,0.0204,0.0143,0.713,1,71,2,6,7
wvs_agg_familial_duty_obligations|WVS_D::wvs_agg_religious_belief|WVS_F,familial_duty_obligations,religious_belief,56,25,0.446,0.0174,0.0121,0.679,-1,56,1,7,7
wvs_agg_acceptance_of_state_surveillance|WVS_H::wvs_agg_outgroup_trust|WVS_G,acceptance_of_state_surveillance,outgroup_trust,65,29,0.446,0.0135,0.0101,0.585,1,65,1,7,7
wvs_agg_civic_dishonesty_tolerance|WVS_F::wvs_agg_subjective_wellbeing|WVS_A,civic_dishonesty_tolerance,subjective_wellbeing,204,91,0.446,0.0193,0.0133,0.527,-1,97,6,2,7
wvs_agg_science_skepticism|WVS_I::wvs_agg_work_ethic|WVS_C,science_skepticism,work_ethic,65,29,0.446,0.019,0.0114,0.738,-1,65,1,7,7
wvs_agg_gender_role_traditionalism|WVS_D::wvs_agg_neighborhood_disorder_and_crime|WVS_H,gender_role_traditionalism,neighborhood_disorder_and_crime,110,49,0.445,0.0232,0.0159,0.636,-1,79,2,6,7
wvs_agg_institutional_threat_perception|WVS_H::wvs_agg_voluntary_association_active_membership|WVS_A,institutional_threat_perception,voluntary_association_active_membership,45,20,0.444,0.0205,0.0169,0.578,-1,38,2,6,7
wvs_agg_authoritarian_governance_tolerance|WVS_E::wvs_agg_existential_threat_worry|WVS_H,authoritarian_governance_tolerance,existential_threat_worry,90,40,0.444,0.017,0.0111,0.667,-1,66,2,6,7
wvs_agg_female_income_threat_to_marriage|WVS_D::wvs_agg_voluntary_association_active_membership|WVS_A,female_income_threat_to_marriage,voluntary_association_active_membership,54,24,0.444,0.0179,0.013,0.611,1,45,2,6,7
wvs_agg_electoral_integrity|WVS_E::wvs_agg_religious_belief|WVS_F,electoral_integrity,religious_belief,81,36,0.444,0.0186,0.0114,0.704,1,62,2,6,7
wvs_agg_confidence_in_domestic_institutions|WVS_E::wvs_agg_voluntary_association_belonging|WVS_A,confidence_in_domestic_institutions,voluntary_association_belonging,61,27,0.443,0.0183,0.0135,0.607,-1,55,2,4,7
wvs_agg_precautionary_security_behaviors|WVS_H::wvs_agg_social_intolerance_outgroups|WVS_A,precautionary_security_behaviors,social_intolerance_outgroups,88,39,0.443,0.0203,0.0148,0.568,1,64,2,6,7
wvs_agg_basic_needs_deprivation|WVS_H::wvs_agg_social_intolerance_outgroups|WVS_A,basic_needs_deprivation,social_intolerance_outgroups,70,31,0.443,0.0245,0.0152,0.514,-1,53,2,6,7
wvs_agg_existential_threat_worry|WVS_H::wvs_agg_science_technology_optimism|WVS_E,existential_threat_worry,science_technology_optimism,97,43,0.443,0.0142,0.0097,0.732,1,69,2,6,7
wvs_agg_multilevel_place_attachment|WVS_G::wvs_agg_sexual_and_reproductive_morality_permissiveness|WVS_F,multilevel_place_attachment,sexual_and_reproductive_morality_permissiveness,52,23,0.442,0.0241,0.0174,0.808,-1,52,1,7,7
wvs_agg_basic_needs_deprivation|WVS_H::wvs_agg_voluntary_association_active_membership|WVS_A,basic_needs_deprivation,voluntary_association_active_membership,43,19,0.442,0.022,0.0144,0.744,-1,36,2,6,7
wvs_agg_existential_threat_worry|WVS_H::wvs_agg_offline_political_participation|WVS_E,existential_threat_worry,offline_political_participation,77,34,0.442,0.0252,0.0192,0.714,1,58,2,6,7
wvs_agg_freedom_security_tradeoff_perception|WVS_H::wvs_agg_social_intolerance_outgroups|WVS_A,freedom_security_tradeoff_perception,social_intolerance_outgroups,52,23,0.442,0.0167,0.0128,0.615,-1,52,1,7,7
wvs_agg_institutional_threat_perception|WVS_H::wvs_agg_work_ethic|WVS_C,institutional_threat_perception,work_ethic,52,23,0.442,0.0204,0.0136,0.667,-1,52,1,7,7
wvs_agg_political_information_sources|WVS_E::wvs_agg_violence_tolerance|WVS_F,political_information_sources,violence_tolerance,86,38,0.442,0.0208,0.0164,0.6,1,65,2,6,7
wvs_agg_institutional_threat_perception|WVS_H::wvs_agg_religious_belief|WVS_F,institutional_threat_perception,religious_belief,68,30,0.441,0.0212,0.0123,0.788,1,51,2,6,7
wvs_agg_multilevel_place_attachment|WVS_G::wvs_agg_online_political_participation|WVS_E,multilevel_place_attachment,online_political_participation,59,26,0.441,0.0302,0.0187,0.678,-1,59,1,7,7
wvs_agg_life_autonomy_morality_permissiveness|WVS_F::wvs_agg_voluntary_association_belonging|WVS_A,life_autonomy_morality_permissiveness,voluntary_association_belonging,59,26,0.441,0.0214,0.0144,0.763,1,54,2,4,7
wvs_agg_outgroup_trust|WVS_G::wvs_agg_religious_exclusivism|WVS_F,outgroup_trust,religious_exclusivism,100,44,0.44,0.0205,0.012,0.79,1,71,2,6,7
wvs_agg_freedom_security_tradeoff_perception|WVS_H::wvs_agg_work_ethic|WVS_C,freedom_security_tradeoff_perception,work_ethic,66,29,0.439,0.016,0.011,0.561,1,66,1,7,7
wvs_agg_job_scarcity_gender_discrimination|WVS_C::wvs_agg_voluntary_association_belonging|WVS_A,job_scarcity_gender_discrimination,voluntary_association_belonging,57,25,0.439,0.0279,0.018,0.571,1,52,2,4,7
wvs_agg_female_income_threat_to_marriage|WVS_D::wvs_agg_offline_political_participation|WVS_E,female_income_threat_to_marriage,offline_political_participation,82,36,0.439,0.0285,0.0176,0.61,1,64,2,6,7
wvs_agg_freedom_security_tradeoff_perception|WVS_H::wvs_agg_gender_role_traditionalism|WVS_D,freedom_security_tradeoff_perception,gender_role_traditionalism,66,29,0.439,0.0193,0.0164,0.682,1,66,1,7,7
wvs_agg_outgroup_trust|WVS_G::wvs_agg_sexual_and_reproductive_morality_permissiveness|WVS_F,outgroup_trust,sexual_and_reproductive_morality_permissiveness,132,58,0.439,0.0197,0.0116,0.636,1,82,3,5,7
wvs_agg_science_technology_optimism|WVS_E::wvs_agg_voluntary_association_active_membership|WVS_A,science_technology_optimism,voluntary_association_active_membership,73,32,0.438,0.0174,0.0129,0.726,1,52,3,5,7
wvs_agg_civic_dishonesty_tolerance|WVS_F::wvs_agg_confidence_in_domestic_institutions|WVS_E,civic_dishonesty_tolerance,confidence_in_domestic_institutions,203,89,0.438,0.0199,0.0115,0.69,1,97,6,2,7
wvs_agg_religion_versus_secularism_orientation|WVS_F::wvs_agg_social_intolerance_outgroups|WVS_A,religion_versus_secularism_orientation,social_intolerance_outgroups,89,39,0.438,0.0198,0.0139,0.517,1,64,2,6,7
wvs_agg_importance_of_life_domains|WVS_A::wvs_agg_socioeconomic_insecurity_worry|WVS_H,importance_of_life_domains,socioeconomic_insecurity_worry,105,46,0.438,0.0238,0.0135,0.657,-1,76,2,6,7
wvs_agg_job_scarcity_gender_discrimination|WVS_C::wvs_agg_voting_participation|WVS_E,job_scarcity_gender_discrimination,voting_participation,89,39,0.438,0.033,0.0207,0.807,1,70,2,6,7
wvs_agg_basic_needs_deprivation|WVS_H::wvs_agg_confidence_in_domestic_institutions|WVS_E,basic_needs_deprivation,confidence_in_domestic_institutions,78,34,0.436,0.0187,0.0093,0.654,-1,60,2,6,7
wvs_agg_immigrant_origin_status|WVS_G::wvs_agg_voting_participation|WVS_E,immigrant_origin_status,voting_participation,78,34,0.436,0.0654,0.045,0.538,1,62,2,6,7
wvs_agg_job_scarcity_gender_discrimination|WVS_C::wvs_agg_socioeconomic_insecurity_worry|WVS_H,job_scarcity_gender_discrimination,socioeconomic_insecurity_worry,101,44,0.436,0.0289,0.0188,0.634,-1,75,2,6,7
wvs_agg_existential_threat_worry|WVS_H::wvs_agg_voting_participation|WVS_E,existential_threat_worry,voting_participation,78,34,0.436,0.027,0.0173,0.538,1,61,2,6,7
wvs_agg_religious_belief|WVS_F::wvs_agg_science_technology_optimism|WVS_E,religious_belief,science_technology_optimism,115,50,0.435,0.0146,0.0101,0.626,-1,70,3,5,7
wvs_agg_importance_of_life_domains|WVS_A::wvs_agg_voting_participation|WVS_E,importance_of_life_domains,voting_participation,92,40,0.435,0.026,0.0202,0.554,1,71,2,6,7
wvs_agg_female_income_threat_to_marriage|WVS_D::wvs_agg_science_skepticism|WVS_I,female_income_threat_to_marriage,science_skepticism,108,47,0.435,0.0195,0.0109,0.778,-1,78,2,6,7
wvs_agg_life_autonomy_morality_permissiveness|WVS_F::wvs_agg_science_technology_optimism|WVS_E,life_autonomy_morality_permissiveness,science_technology_optimism,147,64,0.435,0.0147,0.0116,0.685,1,88,3,5,7
wvs_agg_religious_belief|WVS_F::wvs_agg_societal_change_attitudes|WVS_E,religious_belief,societal_change_attitudes,177,77,0.435,0.0231,0.0158,0.688,1,82,6,2,7
wvs_agg_autocracy_support|WVS_E::wvs_agg_life_autonomy_morality_permissiveness|WVS_F,autocracy_support,life_autonomy_morality_permissiveness,209,91,0.435,0.019,0.0112,0.668,1,99,5,3,7
wvs_agg_job_scarcity_gender_discrimination|WVS_C::wvs_agg_perceived_positive_effects_of_immigration|WVS_G,job_scarcity_gender_discrimination,perceived_positive_effects_of_immigration,62,27,0.435,0.0238,0.013,0.645,-1,62,1,7,7
wvs_agg_basic_needs_deprivation|WVS_H::wvs_agg_life_autonomy_morality_permissiveness|WVS_F,basic_needs_deprivation,life_autonomy_morality_permissiveness,76,33,0.434,0.0173,0.0142,0.618,-1,59,2,6,7
wvs_agg_civic_dishonesty_tolerance|WVS_F::wvs_agg_outgroup_trust|WVS_G,civic_dishonesty_tolerance,outgroup_trust,143,62,0.434,0.0204,0.0127,0.657,-1,87,3,5,7
wvs_agg_child_qualities_autonomy_self_expression|WVS_A::wvs_agg_societal_change_attitudes|WVS_E,child_qualities_autonomy_self_expression,societal_change_attitudes,224,97,0.433,0.0218,0.0142,0.655,-1,100,6,2,7
wvs_agg_female_income_threat_to_marriage|WVS_D::wvs_agg_international_organization_knowledge|WVS_E,female_income_threat_to_marriage,international_organization_knowledge,60,26,0.433,0.0168,0.0126,0.733,1,60,1,7,7
wvs_agg_civic_dishonesty_tolerance|WVS_F::wvs_agg_science_skepticism|WVS_I,civic_dishonesty_tolerance,science_skepticism,104,45,0.433,0.0182,0.0098,0.627,-1,75,2,6,7
wvs_agg_importance_of_life_domains|WVS_A::wvs_agg_life_autonomy_morality_permissiveness|WVS_F,importance_of_life_domains,life_autonomy_morality_permissiveness,217,94,0.433,0.0162,0.0136,0.567,1,100,6,2,7
wvs_agg_outgroup_trust|WVS_G::wvs_agg_religious_practice_and_self_identification|WVS_F,outgroup_trust,religious_practice_and_self_identification,148,64,0.432,0.0217,0.0127,0.562,-1,90,3,5,7
wvs_agg_female_income_threat_to_marriage|WVS_D::wvs_agg_social_intolerance_outgroups|WVS_A,female_income_threat_to_marriage,social_intolerance_outgroups,88,38,0.432,0.0226,0.0134,0.545,1,64,2,6,7
wvs_agg_outgroup_trust|WVS_G::wvs_agg_social_intolerance_outgroups|WVS_A,outgroup_trust,social_intolerance_outgroups,118,51,0.432,0.0178,0.0099,0.542,-1,76,3,5,7
wvs_agg_existential_threat_worry|WVS_H::wvs_agg_perceived_negative_effects_of_immigration|WVS_G,existential_threat_worry,perceived_negative_effects_of_immigration,58,25,0.431,0.0169,0.0122,0.741,-1,58,1,7,7
wvs_agg_job_scarcity_gender_discrimination|WVS_C::wvs_agg_multilevel_place_attachment|WVS_G,job_scarcity_gender_discrimination,multilevel_place_attachment,58,25,0.431,0.0257,0.0171,0.672,-1,58,1,7,7
wvs_agg_subjective_wellbeing|WVS_A::wvs_agg_work_ethic|WVS_C,subjective_wellbeing,work_ethic,123,53,0.431,0.0188,0.0115,0.549,1,86,3,4,7
wvs_agg_confidence_in_domestic_institutions|WVS_E::wvs_agg_work_ethic|WVS_C,confidence_in_domestic_institutions,work_ethic,123,53,0.431,0.0185,0.0116,0.697,1,86,3,4,7
wvs_agg_authoritarian_governance_tolerance|WVS_E::wvs_agg_sexual_and_reproductive_morality_permissiveness|WVS_F,authoritarian_governance_tolerance,sexual_and_reproductive_morality_permissiveness,123,53,0.431,0.0207,0.0138,0.713,-1,79,3,5,7
wvs_agg_religious_exclusivism|WVS_F::wvs_agg_socioeconomic_insecurity_worry|WVS_H,religious_exclusivism,socioeconomic_insecurity_worry,93,40,0.43,0.0249,0.0185,0.602,-1,67,2,6,7
wvs_agg_socioeconomic_insecurity_worry|WVS_H::wvs_agg_violence_tolerance|WVS_F,socioeconomic_insecurity_worry,violence_tolerance,79,34,0.43,0.019,0.0111,0.734,-1,61,2,6,7
wvs_agg_confidence_in_international_organizations|WVS_E::wvs_agg_religious_exclusivism|WVS_F,confidence_in_international_organizations,religious_exclusivism,98,42,0.429,0.0184,0.0136,0.68,-1,71,2,6,7
wvs_agg_authoritarian_governance_tolerance|WVS_E::wvs_agg_life_autonomy_morality_permissiveness|WVS_F,authoritarian_governance_tolerance,life_autonomy_morality_permissiveness,140,60,0.429,0.0161,0.0101,0.7,-1,87,3,5,7
wvs_agg_autocracy_support|WVS_E::wvs_agg_existential_threat_worry|WVS_H,autocracy_support,existential_threat_worry,98,42,0.429,0.0169,0.0088,0.643,1,70,2,6,7
wvs_agg_familial_duty_obligations|WVS_D::wvs_agg_socioeconomic_insecurity_worry|WVS_H,familial_duty_obligations,socioeconomic_insecurity_worry,63,27,0.429,0.0256,0.0148,0.54,-1,63,1,7,7
wvs_agg_precautionary_security_behaviors|WVS_H::wvs_agg_violence_tolerance|WVS_F,precautionary_security_behaviors,violence_tolerance,84,36,0.429,0.0201,0.0128,0.75,-1,64,2,6,7
wvs_agg_familial_duty_obligations|WVS_D::wvs_agg_offline_political_participation|WVS_E,familial_duty_obligations,offline_political_participation,42,18,0.429,0.022,0.016,0.69,1,42,1,7,7
wvs_agg_science_skepticism|WVS_I::wvs_agg_science_technology_optimism|WVS_E,science_skepticism,science_technology_optimism,112,48,0.429,0.0159,0.0084,0.768,-1,79,2,6,7
wvs_agg_child_qualities_conformity_tradition|WVS_A::wvs_agg_existential_threat_worry|WVS_H,child_qualities_conformity_tradition,existential_threat_worry,98,42,0.429,0.0167,0.0132,0.776,-1,70,2,6,7
wvs_agg_child_qualities_conformity_tradition|WVS_A::wvs_agg_offline_political_participation|WVS_E,child_qualities_conformity_tradition,offline_political_participation,194,83,0.428,0.0275,0.0197,0.742,-1,91,6,2,7
wvs_agg_neighborhood_disorder_and_crime|WVS_H::wvs_agg_political_information_sources|WVS_E,neighborhood_disorder_and_crime,political_information_sources,110,47,0.427,0.0279,0.018,0.727,-1,79,2,6,7
wvs_agg_job_scarcity_nativist_preference|WVS_C::wvs_agg_life_autonomy_morality_permissiveness|WVS_F,job_scarcity_nativist_preference,life_autonomy_morality_permissiveness,206,88,0.427,0.0264,0.0151,0.767,1,100,6,2,7
wvs_agg_precautionary_security_behaviors|WVS_H::wvs_agg_voluntary_association_belonging|WVS_A,precautionary_security_behaviors,voluntary_association_belonging,47,20,0.426,0.0168,0.0146,0.638,-1,47,1,7,7
wvs_agg_religious_exclusivism|WVS_F::wvs_agg_societal_change_attitudes|WVS_E,religious_exclusivism,societal_change_attitudes,101,43,0.426,0.0227,0.0124,0.604,-1,71,2,6,7
wvs_agg_democratic_values_importance|WVS_E::wvs_agg_religious_exclusivism|WVS_F,democratic_values_importance,religious_exclusivism,101,43,0.426,0.0133,0.0114,0.604,-1,71,2,6,7
wvs_agg_authoritarian_governance_tolerance|WVS_E::wvs_agg_outgroup_trust|WVS_G,authoritarian_governance_tolerance,outgroup_trust,141,60,0.426,0.0158,0.0086,0.729,-1,86,3,5,7
wvs_agg_confidence_in_international_organizations|WVS_E::wvs_agg_voluntary_association_belonging|WVS_A,confidence_in_international_organizations,voluntary_association_belonging,61,26,0.426,0.0192,0.0143,0.721,-1,55,2,4,7
wvs_agg_perceived_positive_effects_of_immigration|WVS_G::wvs_agg_religious_exclusivism|WVS_F,perceived_positive_effects_of_immigration,religious_exclusivism,59,25,0.424,0.0212,0.0098,0.61,-1,59,1,7,7
wvs_agg_life_autonomy_morality_permissiveness|WVS_F::wvs_agg_societal_change_attitudes|WVS_E,life_autonomy_morality_permissiveness,societal_change_attitudes,217,92,0.424,0.0226,0.0148,0.696,-1,100,6,2,7
wvs_agg_multilevel_place_attachment|WVS_G::wvs_agg_voluntary_association_active_membership|WVS_A,multilevel_place_attachment,voluntary_association_active_membership,33,14,0.424,0.0209,0.0095,0.576,1,33,1,7,7
wvs_agg_gender_role_traditionalism|WVS_D::wvs_agg_outgroup_trust|WVS_G,gender_role_traditionalism,outgroup_trust,151,64,0.424,0.0178,0.0119,0.557,1,90,3,5,7
wvs_agg_confidence_in_domestic_institutions|WVS_E::wvs_agg_familial_duty_obligations|WVS_D,confidence_in_domestic_institutions,familial_duty_obligations,66,28,0.424,0.0159,0.0111,0.742,1,66,1,7,7
wvs_agg_child_qualities_autonomy_self_expression|WVS_A::wvs_agg_familial_duty_obligations|WVS_D,child_qualities_autonomy_self_expression,familial_duty_obligations,66,28,0.424,0.0171,0.0126,0.818,1,66,1,7,7
wvs_agg_confidence_in_domestic_institutions|WVS_E::wvs_agg_freedom_security_tradeoff_perception|WVS_H,confidence_in_domestic_institutions,freedom_security_tradeoff_perception,66,28,0.424,0.0139,0.0075,0.576,-1,66,1,7,7
wvs_agg_acceptance_of_state_surveillance|WVS_H::wvs_agg_civic_dishonesty_tolerance|WVS_F,acceptance_of_state_surveillance,civic_dishonesty_tolerance,59,25,0.424,0.0167,0.0104,0.525,1,59,1,7,7
wvs_agg_autocracy_support|WVS_E::wvs_agg_subjective_wellbeing|WVS_A,autocracy_support,subjective_wellbeing,217,92,0.424,0.0154,0.0093,0.774,1,99,5,3,7
wvs_agg_gender_role_traditionalism|WVS_D::wvs_agg_religious_belief|WVS_F,gender_role_traditionalism,religious_belief,175,74,0.423,0.0241,0.017,0.56,-1,82,6,2,7
wvs_agg_familial_duty_obligations|WVS_D::wvs_agg_social_intolerance_outgroups|WVS_A,familial_duty_obligations,social_intolerance_outgroups,52,22,0.423,0.0216,0.0134,0.846,1,52,1,7,7
wvs_agg_outgroup_trust|WVS_G::wvs_agg_science_skepticism|WVS_I,outgroup_trust,science_skepticism,111,47,0.423,0.0152,0.0085,0.712,-1,79,2,6,7
wvs_agg_outgroup_trust|WVS_G::wvs_agg_science_technology_optimism|WVS_E,outgroup_trust,science_technology_optimism,149,63,0.423,0.0129,0.0095,0.682,1,88,3,5,7
wvs_agg_confidence_in_domestic_institutions|WVS_E::wvs_agg_gender_role_traditionalism|WVS_D,confidence_in_domestic_institutions,gender_role_traditionalism,222,94,0.423,0.0198,0.0144,0.665,1,99,6,2,7
wvs_agg_familial_duty_obligations|WVS_D::wvs_agg_violence_tolerance|WVS_F,familial_duty_obligations,violence_tolerance,52,22,0.423,0.0172,0.0113,0.558,1,52,1,7,7
wvs_agg_crime_victimization|WVS_H::wvs_agg_political_information_sources|WVS_E,crime_victimization,political_information_sources,111,47,0.423,0.0356,0.0253,0.739,1,78,2,6,7
wvs_agg_female_income_threat_to_marriage|WVS_D::wvs_agg_voluntary_association_belonging|WVS_A,female_income_threat_to_marriage,voluntary_association_belonging,45,19,0.422,0.0177,0.0119,0.711,1,45,1,7,7
wvs_agg_freedom_security_tradeoff_perception|WVS_H::wvs_agg_international_organization_knowledge|WVS_E,freedom_security_tradeoff_perception,international_organization_knowledge,64,27,0.422,0.0194,0.0124,0.703,-1,64,1,7,7
wvs_agg_neighborhood_disorder_and_crime|WVS_H::wvs_agg_perceived_negative_effects_of_immigration|WVS_G,neighborhood_disorder_and_crime,perceived_negative_effects_of_immigration,64,27,0.422,0.0162,0.0101,0.562,1,64,1,7,7
wvs_agg_online_political_participation|WVS_E::wvs_agg_perceived_positive_effects_of_immigration|WVS_G,online_political_participation,perceived_positive_effects_of_immigration,64,27,0.422,0.0302,0.0197,0.703,-1,64,1,7,7
wvs_agg_international_organization_knowledge|WVS_E::wvs_agg_subjective_wellbeing|WVS_A,international_organization_knowledge,subjective_wellbeing,64,27,0.422,0.0187,0.014,0.734,1,64,1,7,7
wvs_agg_international_organization_knowledge|WVS_E::wvs_agg_outgroup_trust|WVS_G,international_organization_knowledge,outgroup_trust,64,27,0.422,0.018,0.0127,0.651,1,64,1,7,7
wvs_agg_religious_practice_and_self_identification|WVS_F::wvs_agg_societal_change_attitudes|WVS_E,religious_practice_and_self_identification,societal_change_attitudes,216,91,0.421,0.0254,0.0164,0.644,-1,100,6,2,7
wvs_agg_existential_threat_worry|WVS_H::wvs_agg_social_intolerance_outgroups|WVS_A,existential_threat_worry,social_intolerance_outgroups,76,32,0.421,0.0183,0.0116,0.618,1,56,2,6,7
wvs_agg_job_scarcity_nativist_preference|WVS_C::wvs_agg_voluntary_association_belonging|WVS_A,job_scarcity_nativist_preference,voluntary_association_belonging,57,24,0.421,0.0259,0.0137,0.561,1,52,2,4,7
wvs_agg_institutional_threat_perception|WVS_H::wvs_agg_international_organization_knowledge|WVS_E,institutional_threat_perception,international_organization_knowledge,50,21,0.42,0.0227,0.0153,0.62,-1,50,1,7,7
wvs_agg_confidence_in_domestic_institutions|WVS_E::wvs_agg_science_skepticism|WVS_I,confidence_in_domestic_institutions,science_skepticism,112,47,0.42,0.0137,0.0084,0.625,-1,79,2,6,7
wvs_agg_crime_victimization|WVS_H::wvs_agg_online_political_participation|WVS_E,crime_victimization,online_political_participation,62,26,0.419,0.0482,0.0377,0.79,1,62,1,7,7
wvs_agg_civic_dishonesty_tolerance|WVS_F::wvs_agg_political_information_sources|WVS_E,civic_dishonesty_tolerance,political_information_sources,105,44,0.419,0.0259,0.0181,0.581,1,76,2,6,7
wvs_agg_confidence_in_domestic_institutions|WVS_E::wvs_agg_neighborhood_disorder_and_crime|WVS_H,confidence_in_domestic_institutions,neighborhood_disorder_and_crime,110,46,0.418,0.0165,0.0116,0.764,-1,79,2,6,7
wvs_agg_confidence_in_international_organizations|WVS_E::wvs_agg_life_autonomy_morality_permissiveness|WVS_F,confidence_in_international_organizations,life_autonomy_morality_permissiveness,208,87,0.418,0.0174,0.013,0.686,-1,99,6,2,7
wvs_agg_confidence_in_domestic_institutions|WVS_E::wvs_agg_precautionary_security_behaviors|WVS_H,confidence_in_domestic_institutions,precautionary_security_behaviors,110,46,0.418,0.0167,0.0117,0.541,1,78,2,6,7
wvs_agg_basic_needs_deprivation|WVS_H::wvs_agg_perceived_corruption|WVS_E,basic_needs_deprivation,perceived_corruption,12,5,0.417,0.0194,0.0111,0.5,-1,12,1,7,7
wvs_agg_authoritarian_governance_tolerance|WVS_E::wvs_agg_perceived_negative_effects_of_immigration|WVS_G,authoritarian_governance_tolerance,perceived_negative_effects_of_immigration,60,25,0.417,0.0143,0.0069,0.65,1,60,1,7,7
wvs_agg_civic_dishonesty_tolerance|WVS_F::wvs_agg_importance_of_life_domains|WVS_A,civic_dishonesty_tolerance,importance_of_life_domains,204,85,0.417,0.0171,0.0124,0.54,-1,97,6,2,7
wvs_agg_gender_role_traditionalism|WVS_D::wvs_agg_societal_change_attitudes|WVS_E,gender_role_traditionalism,societal_change_attitudes,221,92,0.416,0.0269,0.0179,0.586,-1,99,6,2,7
wvs_agg_basic_needs_deprivation|WVS_H::wvs_agg_science_technology_optimism|WVS_E,basic_needs_deprivation,science_technology_optimism,77,32,0.416,0.0164,0.0117,0.763,-1,59,2,6,7
wvs_agg_neighborhood_disorder_and_crime|WVS_H::wvs_agg_perceived_positive_effects_of_immigration|WVS_G,neighborhood_disorder_and_crime,perceived_positive_effects_of_immigration,65,27,0.415,0.0159,0.0115,0.531,1,65,1,7,7
wvs_agg_civic_dishonesty_tolerance|WVS_F::wvs_agg_electoral_integrity|WVS_E,civic_dishonesty_tolerance,electoral_integrity,94,39,0.415,0.0231,0.0105,0.691,-1,71,2,6,7
wvs_agg_acceptance_of_state_surveillance|WVS_H::wvs_agg_political_information_sources|WVS_E,acceptance_of_state_surveillance,political_information_sources,65,27,0.415,0.0219,0.0149,0.692,-1,65,1,7,7
wvs_agg_familial_duty_obligations|WVS_D::wvs_agg_neighborhood_disorder_and_crime|WVS_H,familial_duty_obligations,neighborhood_disorder_and_crime,65,27,0.415,0.0179,0.0132,0.662,-1,65,1,7,7
wvs_agg_electoral_integrity|WVS_E::wvs_agg_perceived_positive_effects_of_immigration|WVS_G,electoral_integrity,perceived_positive_effects_of_immigration,65,27,0.415,0.0142,0.0074,0.585,-1,65,1,7,7
wvs_agg_civic_dishonesty_tolerance|WVS_F::wvs_agg_online_political_participation|WVS_E,civic_dishonesty_tolerance,online_political_participation,58,24,0.414,0.0392,0.0222,0.638,1,58,1,7,7
wvs_agg_crime_victimization|WVS_H::wvs_agg_religious_practice_and_self_identification|WVS_F,crime_victimization,religious_practice_and_self_identification,111,46,0.414,0.0333,0.0285,0.664,1,78,2,6,7
wvs_agg_international_organization_knowledge|WVS_E::wvs_agg_perceived_negative_effects_of_immigration|WVS_G,international_organization_knowledge,perceived_negative_effects_of_immigration,63,26,0.413,0.0161,0.0112,0.694,-1,63,1,7,7
wvs_agg_acceptance_of_state_surveillance|WVS_H::wvs_agg_international_organization_knowledge|WVS_E,acceptance_of_state_surveillance,international_organization_knowledge,63,26,0.413,0.0152,0.0115,0.516,1,63,1,7,7
wvs_agg_child_qualities_conformity_tradition|WVS_A::wvs_agg_voting_participation|WVS_E,child_qualities_conformity_tradition,voting_participation,92,38,0.413,0.0256,0.017,0.696,-1,71,2,6,7
wvs_agg_international_organization_knowledge|WVS_E::wvs_agg_science_skepticism|WVS_I,international_organization_knowledge,science_skepticism,63,26,0.413,0.0189,0.0147,0.823,-1,63,1,7,7
wvs_agg_confidence_in_international_organizations|WVS_E::wvs_agg_work_ethic|WVS_C,confidence_in_international_organizations,work_ethic,121,50,0.413,0.0162,0.0116,0.645,-1,86,3,4,7
wvs_agg_basic_needs_deprivation|WVS_H::wvs_agg_work_ethic|WVS_C,basic_needs_deprivation,work_ethic,46,19,0.413,0.0167,0.0107,0.565,-1,46,1,7,7
